otc_id,otc_name,jan_code,otc_unit,otc_celler,otc_maker,otc_elements,備考
212,イブロックフィルムプラスター,4987373080777,10枚(1枚ｻｲｽﾞ:7×10cm),テイコクファルマケア株式会社,帝國製薬株式会社,サリチル酸グリコール,R4.5追加
213,イブロックフィルムプラスター,4987373080760,10枚×3袋(1枚ｻｲｽﾞ:7×10cm),テイコクファルマケア株式会社,帝國製薬株式会社,サリチル酸グリコール,R4.5追加
214,ヴィーラインＦ錠,4589662350426,450錠,株式会社虎ノ門堂,大草薬品株式会社,マオウ,R4.5追加
215,ヴイックス　メディカル　トローチＬ,4987306055186,24錠,大正製薬株式会社,大正製薬株式会社,デキストロメトルファン,R5.6追加
216,ヴイックス　メディカル　トローチｂ,4987306059306,24錠,大正製薬株式会社,大正製薬株式会社,デキストロメトルファン,R6.9追加
217,ヴイックス　メディカル　トローチ,4987306055179,24錠,大正製薬株式会社,大正製薬株式会社,メチルエフェドリン,
218,ウインパスクール,4987373065491,6枚(1枚ｻｲｽﾞ:14×10cm),テイコクファルマケア株式会社,帝國製薬株式会社,サリチル酸グリコール,
219,ウインパスクール,4987373070662,6枚×5袋(1枚ｻｲｽﾞ:14×10cm),テイコクファルマケア株式会社,帝國製薬株式会社,サリチル酸グリコール,
220,ウインパスホット,4987373065477,6枚×5袋(1枚ｻｲｽﾞ:14×10cm),テイコクファルマケア株式会社,帝國製薬株式会社,サリチル酸グリコール,
221,ウインパスホット,4987373065507,6枚(1枚ｻｲｽﾞ:14×10cm),テイコクファルマケア株式会社,帝國製薬株式会社,サリチル酸グリコール,
222,宇津こどもかぜ薬ＡⅡ,4987024113083,12包,宇津救命丸株式会社,日野薬品工業株式会社,アセトアミノフェン、クロルフェニラミン、チペピジン、メチルエフェドリン,
223,宇津こどもかぜ薬ＣⅡ,4987024123082,12包,宇津救命丸株式会社,日野薬品工業株式会社,アセトアミノフェン、クロルフェニラミン、チペピジン、メチルエフェドリン,
224,宇津こどもかぜシロップＡ,4987024122061,120mL×1本入,宇津救命丸株式会社,新生薬品工業株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,
225,宇津こどもせきどめシロップＡ,4987024125062,120mL×1本入,宇津救命丸株式会社,新生薬品工業株式会社,クロルフェニラミン、デキストロメトルファン、ナンテンジツ、メチルエフェドリン,
226,宇津こども鼻炎シロップＡ,4987024124065,120mL×1本入,宇津救命丸株式会社,新生薬品工業株式会社,クロルフェニラミン、メチルエフェドリン,
227,ウチダのカッコン湯,4987359001123,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
228,ウチダの葛根湯エキス散,4987359100697,500g,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
229,ウチダの葛根湯加辛夷川きゅう,4987359001222,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
230,ウチダの葛根湯加川きゅう辛夷エキス散,4987359100796,500g,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
231,ウチダの桂枝芍薬知母湯,4987359002526,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
232,ウチダの桂枝麻黄各半湯,4987359002823,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
233,ウチダの解表舒筋,4987359100673,300包,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
234,ウチダの攻肥聖健,4987359113673,300包,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
235,ウチダの五積散,4987359210402,100g×5,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
236,ウチダの五積散料,4987359003325,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
237,ウチダの小青龍湯,4987359004520,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
238,ウチダの小青竜湯エキス散,4987359101991,500g,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
239,ウチダの小青竜湯エキス散（分包）,4987359121012,12包,王子ファーマ株式会社,株式会社ウチダ和漢薬,マオウ,R6.12追加
240,ウチダの小青竜湯エキス散（分包）,4987359121319,12包,王子ファーマ株式会社,株式会社ウチダ和漢薬,マオウ,R6.12追加
241,ウチダの神秘湯,4987359006029,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
242,ウチダの神秘湯エキス散,4987359102097,500g,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
243,ウチダの続命湯,4987359006821,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
244,ウチダの大青龍湯,4987359007422,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
245,ウチダの太陽爽鼻湯（分包）,4987359100772,300包,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
246,ウチダの防風通聖散料,4987359009822,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
247,ウチダの防風通聖散料エキス散,4987359113895,500g,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
248,ウチダの麻黄加朮湯,4987359010422,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
249,ウチダの麻黄湯,4987359010026,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
250,ウチダの麻黄附子細辛湯,4987359010323,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
251,ウチダの麻杏甘石湯,4987359010125,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
252,ウチダの麻杏甘石湯エキス散,4987359104091,500g,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
253,ウチダの麻杏?甘湯,4987359010224,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
254,ウチダの麻杏?甘湯エキス散,4987359104695,500g,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
255,ウチダの?苡仁湯,4987359010620,30日分,株式会社ウチダ和漢薬,株式会社ウチダ和漢薬,マオウ,
256,宇津こどもせきどめ,4987024981880,12包,,宇津救命丸株式会社,クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,
257,宇津こども鼻炎顆粒,4987024981101,12包,,宇津救命丸株式会社,クロルフェニラミン、フェニレフリン,
258,宇津ジュニアかぜ薬Ａ,4987024123075,65錠,宇津救命丸株式会社,東亜薬品株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,
259,ウナコーワクールα,4987067295401,30mL,興和株式会社,興和株式会社,ジフェンヒドラミン,
260,ウナコーワクールα,4987067295500,55mL,興和株式会社,興和株式会社,ジフェンヒドラミン,
261,ウナコーワクールα,4972422050115,55mL×2個ﾊﾟｯｸ,興和株式会社,興和株式会社,ジフェンヒドラミン,R4.5追加
262,ウナコーワクールジェル,4987067231904,15g,興和株式会社,興和株式会社,ジフェンヒドラミン,
263,ウナコーワクールパンチ,4987067804603,30mL,興和株式会社,興和株式会社,ジフェンヒドラミン,
264,ウナコーワクールパンチ,4987067804702,50mL,興和株式会社,興和株式会社,ジフェンヒドラミン,
265,うのろっこん風邪薬,4980759600125,20ｶﾌﾟｾﾙ,株式会社卯野薬房,薬王製薬株式会社,アセトアミノフェン,
266,雲仙散,4987210329014,93包,摩耶堂製薬株式会社,摩耶堂製薬株式会社,マオウ,
267,雲仙散,4987210329113,16包,摩耶堂製薬株式会社,摩耶堂製薬株式会社,マオウ,
268,雲仙錠,4987210317066,190錠,摩耶堂製薬株式会社,摩耶堂製薬株式会社,マオウ,
269,雲仙散,4987210329212,90包,摩耶堂製薬株式会社,摩耶堂製薬株式会社,マオウ,R4.7追加
270,エアーサロンパス　ジェットα,4987188165751,100mL,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
271,エアーサロンパス　ジェットα,4987188165768,150mL,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
272,エアーサロンパス　ジェットα,4987188165775,300mL,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
273,エアーサロンパス　ジェットα,4987188165829,25mL,久光製薬株式会社,久光製薬株式会社,サリチル酸グリコール,
274,テラポニンａ,4987272101238,24ｶﾌﾟｾﾙ,株式会社キリン堂,佐藤薬品工業株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、ジリュウ、チペピジン、メチルエフェドリン,
275,エースロートＡ,4987241101542,13mL,ロート製薬株式会社,ロート製薬株式会社,クロルフェニラミン,R4.2追加
276,エーゼットＡ,4987103051886,12mL,,ゼリア新薬工業株式会社,クロルフェニラミン,
277,エーゼット抗菌目薬,4987103051879,12mL,,ゼリア新薬工業株式会社,クロルフェニラミン,
278,エキセドリンＡ錠,4903301011057,60錠,ライオン株式会社,ライオン株式会社,アスピリン、アセトアミノフェン,
279,エキセドリンＡ錠,4903301011064,40錠,ライオン株式会社,ライオン株式会社,アスピリン、アセトアミノフェン,
280,エキセドリンＡ錠,4903301011071,20錠,ライオン株式会社,ライオン株式会社,アスピリン、アセトアミノフェン,
281,エキセドリンプラスＳ,4903301250241,24錠,ライオン株式会社,ライオン株式会社,アスピリン、アセトアミノフェン,
282,液体サーチアルファ,4937613267017,40g,,中新薬業株式会社,ジフェンヒドラミン,R4.4追加
283,液体ブロウ１Ｓ,4535653001709,50mL,,万協製薬株式会社,ジフェンヒドラミン,R5.5追加
284,液体ホームベビー,4511574000755,40mL,,新生薬品株式会社,ジフェンヒドラミン,
285,液体ホームベビー,4991131020059,40mL,ETERNAL GRACE製薬株式会社,新生薬品株式会社,ジフェンヒドラミン,R6.5追加
286,液体ミリミベビー,4511574000793,40mL,,新生薬品株式会社,ジフェンヒドラミン,R4.3追加
287,液体ムヒＳ２ａ,4987426002091,50mL,株式会社　池田模範堂,株式会社　池田模範堂,ジフェンヒドラミン,
288,液体ムヒＳ２ａ,4987426003258,50ｍL,株式会社　池田模範堂,株式会社　池田模範堂,ジフェンヒドラミン,R6.12追加
289,液体ムヒＳ２ａ,4987426003265,50ｍL,株式会社　池田模範堂,株式会社　池田模範堂,ジフェンヒドラミン,R6.12追加
290,液体ムヒベビー,4987426001803,40mL,株式会社　池田模範堂,株式会社　池田模範堂,ジフェンヒドラミン,
291,エクトペインＳクール,4944525334225,32枚入,東光クリエート株式会社,三友薬品株式会社,サリチル酸メチル,
292,エクトペインＳクール,4944525334355,8枚入,東光クリエート株式会社,三友薬品株式会社,サリチル酸メチル,
293,エクトペインＳクール,4944525334362,24枚入,東光クリエート株式会社,三友薬品株式会社,サリチル酸メチル,
294,エクトペインＳホット,4944525337158,32枚入,東光クリエート株式会社,三友薬品株式会社,サリチル酸メチル,
295,エクトペインＳホット,4944525554371,8枚入,東光クリエート株式会社,三友薬品株式会社,サリチル酸メチル,
296,エクトペインＳホット,4944525554388,24枚入,東光クリエート株式会社,三友薬品株式会社,サリチル酸メチル,
297,エスエスブロン液Ｌ,4987300035108,120mL,エスエス製薬株式会社,エスエス製薬株式会社,クロルフェニラミン、デキストロメトルファン,
298,エスエスブロン錠,4987300010914,60錠,エスエス製薬株式会社,エスエス製薬株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
299,エスエスブロン錠,4987300010921,84錠,エスエス製薬株式会社,エスエス製薬株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
300,ＳＫＳ防風通聖散錠ゴールドＺ５Ｔ,4987076405396,330錠,,株式会社阪本漢法製薬,マオウ,R5.7追加
301,ＳＫＰ葛根湯内服液２,4987076118555,45mL×4瓶,,株式会社阪本漢法製薬,マオウ,
